,name,location_link,site,us_state,type,subtypes,Area,rating
2424,Silver Palace Chinese Restaurant,"https://www.google.com/maps/place/Silver+Palace+Chinese+Restaurant/@40.377383099999996,-80.0037878,14z/data=!4m8!1m2!2m1!1sSilver+Palace+Chinese+Restaurant!3m4!1s0x8834f0b3db5d52fb:0x12f266fca0d145d1!8m2!3d40.377383099999996!4d-80.0037878",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Takeout Restaurant",2,4.4
2425,Yi Chung Wei Restaurant,"https://www.google.com/maps/place/Yi+Chung+Wei+Restaurant/@39.941269999999996,-75.212576,14z/data=!4m8!1m2!2m1!1sYi+Chung+Wei+Restaurant!3m4!1s0x89c6c68df72816a5:0x8e850af2487f14a7!8m2!3d39.941269999999996!4d-75.212576",https://yi-chung-wei-restaurant.business.site/?utm_source=gmb,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.5
2426,Fortune Star Asian Buffet & Grill,"https://www.google.com/maps/place/Fortune+Star+Asian+Buffet+%26+Grill/@40.3326867,-79.9443134,14z/data=!4m8!1m2!2m1!1sFortune+Star+Asian+Buffet+%26+Grill!3m4!1s0x8834fae99c8043a9:0xe2bf0847f3f25036!8m2!3d40.3326867!4d-79.9443134",http://fortunestarshills.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Buffet restaurant",2,4.0
2427,China Palace Restaurant,"https://www.google.com/maps/place/China+Palace+Restaurant/@40.192008,-77.196326,14z/data=!4m8!1m2!2m1!1sChina+Palace+Restaurant!3m4!1s0x89c91e276d77f149:0x1129cd3fe61165cb!8m2!3d40.192008!4d-77.196326",https://facebook.com/pages/China-Palace-Restaurant/118796258134706,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.1
2428,Ridge Kitchen,"https://www.google.com/maps/place/Ridge+Kitchen/@39.9897965,-75.1844112,14z/data=!4m8!1m2!2m1!1sRidge+Kitchen!3m4!1s0x89c6c79183393bbf:0x9a4f5bfde3dd1481!8m2!3d39.9897965!4d-75.1844112",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2429,Mizu Asian Bistro,"https://www.google.com/maps/place/Mizu+Asian+Bistro/@40.1350185,-75.451764,14z/data=!4m8!1m2!2m1!1sMizu+Asian+Bistro!3m4!1s0x89c691ee4affcfb9:0xc17d697866ede408!8m2!3d40.1350185!4d-75.451764",https://www.mizuphoenixville.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant, Asian restaurant, Japanese restaurant",2,4.3
2430,New Yo Po,"https://www.google.com/maps/place/New+Yo+Po/@40.7206726,-75.255577,14z/data=!4m8!1m2!2m1!1sNew+Yo+Po!3m4!1s0x89c46bfa76f335c5:0x95ba903c732faa33!8m2!3d40.7206726!4d-75.255577",http://newyopo.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.3
2431,China Garden,"https://www.google.com/maps/place/China+Garden/@39.923863999999995,-75.17016799999999,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x89c6c6093c5967f3:0xde8d313eba5fe21b!8m2!3d39.923863999999995!4d-75.17016799999999",https://prod.getmymeal.com/en/chinagarden,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.6
2432,Bo Sing Restaurant,"https://www.google.com/maps/place/Bo+Sing+Restaurant/@39.957044499999995,-75.2023494,14z/data=!4m8!1m2!2m1!1sBo+Sing+Restaurant!3m4!1s0x89c6c6f88bc4a6cd:0x2e48bf8401f1a3e4!8m2!3d39.957044499999995!4d-75.2023494",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.4
2433,Lucky Garden,"https://www.google.com/maps/place/Lucky+Garden/@39.976583999999995,-75.2326336,14z/data=!4m8!1m2!2m1!1sLucky+Garden!3m4!1s0x89c6c724e5e08da1:0x960da1090912b36c!8m2!3d39.976583999999995!4d-75.2326336",,Pennsylvania,Chinese restaurant,"Chinese restaurant, American restaurant",2,3.6
2434,Hong Kong Taste,"https://www.google.com/maps/place/Hong+Kong+Taste/@40.4967683,-79.9437313,14z/data=!4m8!1m2!2m1!1sHong+Kong+Taste!3m4!1s0x8834f313bb06a5eb:0xfb0ceead3d3bf5e8!8m2!3d40.4967683!4d-79.9437313",https://www.hongkongtastepittsburgh.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.4
2435,China House Chinese Restaurant,"https://www.google.com/maps/place/China+House+Chinese+Restaurant/@40.1609177,-79.5452687,14z/data=!4m8!1m2!2m1!1sChina+House+Chinese+Restaurant!3m4!1s0x8835281d8c7dbb9f:0xc6421745ad8fc736!8m2!3d40.1609177!4d-79.5452687",https://chinahousemtpleasant.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Vegetarian restaurant",2,4.6
2436,KUNG FU II,"https://www.google.com/maps/place/KUNG+FU+II/@40.656079999999996,-75.28527799999999,14z/data=!4m8!1m2!2m1!1sKUNG+FU+II!3m4!1s0x89c46b4ee99d9e75:0xf21f8f77c0a0e9ce!8m2!3d40.656079999999996!4d-75.28527799999999",http://www.kungfueaston.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Japanese restaurant",2,4.7
2437,Evergreen,"https://www.google.com/maps/place/Evergreen/@40.591147,-75.592081,14z/data=!4m8!1m2!2m1!1sEvergreen!3m4!1s0x89c4311423e56a09:0xd7ec4206bdde5ee1!8m2!3d40.591147!4d-75.592081",http://www.evergreenchineseallentown.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.1
2438,Dragon City,"https://www.google.com/maps/place/Dragon+City/@41.347662,-75.95989809999999,14z/data=!4m8!1m2!2m1!1sDragon+City!3m4!1s0x89c51645db254035:0x164723e8c5f72b46!8m2!3d41.347662!4d-75.95989809999999",http://www.dragoncitydallas.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.6
2439,NEW ASIA RESTAURANT,"https://www.google.com/maps/place/NEW+ASIA+RESTAURANT/@39.9697823,-75.2132577,14z/data=!4m8!1m2!2m1!1sNEW+ASIA+RESTAURANT!3m4!1s0x89c6c7b5552f8e89:0x725dc290eb5bb9fa!8m2!3d39.9697823!4d-75.2132577",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2440,Golden Dragon,"https://www.google.com/maps/place/Golden+Dragon/@40.0020891,-75.1530093,14z/data=!4m8!1m2!2m1!1sGolden+Dragon!3m4!1s0x89c6b7ff3f4ec517:0x3bb8a532ae3f3e3!8m2!3d40.0020891!4d-75.1530093",http://golden-dragon4philadelphia.keeq.io/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2441,Ray's Cafe & Tea House,"https://www.google.com/maps/place/Ray%27s+Cafe+%26+Tea+House/@39.9546303,-75.1542576,14z/data=!4m8!1m2!2m1!1sRay%27s+Cafe+%26+Tea+House!3m4!1s0x89c6c881d8df32e7:0x7b3128067c486660!8m2!3d39.9546303!4d-75.1542576",http://rayscafephilly.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Cafe, Coffee shop",2,4.8
2442,Taipei Chinese Kitchen,"https://www.google.com/maps/place/Taipei+Chinese+Kitchen/@40.247442299999996,-77.0316527,14z/data=!4m8!1m2!2m1!1sTaipei+Chinese+Kitchen!3m4!1s0x89c8dd43191e3e4d:0x5bc0b8dab049688!8m2!3d40.247442299999996!4d-77.0316527",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.8
2443,China Tea House,"https://www.google.com/maps/place/China+Tea+House/@40.2041612,-76.9578038,14z/data=!4m8!1m2!2m1!1sChina+Tea+House!3m4!1s0x89c8e9c82883fef1:0xce709e7be2a88aeb!8m2!3d40.2041612!4d-76.9578038",https://www.chinateahouse-pa.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2444,Acme Chinese Restaurant,"https://www.google.com/maps/place/Acme+Chinese+Restaurant/@42.1257278,-80.0428755,14z/data=!4m8!1m2!2m1!1sAcme+Chinese+Restaurant!3m4!1s0x882d7e2f6701cc87:0xca2581a738fbc0bf!8m2!3d42.1257278!4d-80.0428755",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.2
2445,Asian Thai & Chinese Cuisine,"https://www.google.com/maps/place/Asian+Thai+%26+Chinese+Cuisine/@40.065846,-75.05086,14z/data=!4m8!1m2!2m1!1sAsian+Thai+%26+Chinese+Cuisine!3m4!1s0x89c6b3f86e947c3b:0x76cc2481ee3cc51f!8m2!3d40.065846!4d-75.05086",http://www.asianthaichinesephilly.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant, Thai restaurant",2,3.8
2446,Blue Moon,"https://www.google.com/maps/place/Blue+Moon/@39.9507531,-75.23303949999999,14z/data=!4m8!1m2!2m1!1sBlue+Moon!3m4!1s0x89c6c6c6fe1638b9:0x71610759314efb99!8m2!3d39.9507531!4d-75.23303949999999",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.4
2447,China Garden,"https://www.google.com/maps/place/China+Garden/@41.0204415,-76.8543035,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x89cf0d69502a4c67:0xc15d2ba9fdaf3a76!8m2!3d41.0204415!4d-76.8543035",http://www.chinagardenmilton.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.1
2448,Hong Wei Restaurant,"https://www.google.com/maps/place/Hong+Wei+Restaurant/@39.969102,-75.2082272,14z/data=!4m8!1m2!2m1!1sHong+Wei+Restaurant!3m4!1s0x89c6c703ebf816a3:0xd91d3aeb85aeb967!8m2!3d39.969102!4d-75.2082272",https://www.ubereats.com/store/hong-wei/BjjPeVr1RvKgp8clm2arrA%3FdiningMode%3DDELIVERY,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.0
2449,Sampan Inn,"https://www.google.com/maps/place/Sampan+Inn/@39.978918,-75.304137,14z/data=!4m8!1m2!2m1!1sSampan+Inn!3m4!1s0x89c6c052e6229723:0xa44788d335206fb3!8m2!3d39.978918!4d-75.304137",http://www.sampaninn.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Bar, Chinese takeaway, Japanese restaurant, Takeout Restaurant, Restaurant, Seafood restaurant, Sushi restaurant, Tempura restaurant",2,4.2
2450,Great Taste,"https://www.google.com/maps/place/Great+Taste/@39.953652999999996,-75.21935599999999,14z/data=!4m8!1m2!2m1!1sGreat+Taste!3m4!1s0x89c6c6e928c5e885:0x2e488a4c1ecc04f5!8m2!3d39.953652999999996!4d-75.21935599999999",http://www.great-taste-chinese.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Takeout Restaurant",2,4.0
2451,Wok N Roll,"https://www.google.com/maps/place/Wok+N+Roll/@40.190937999999996,-76.175133,14z/data=!4m8!1m2!2m1!1sWok+N+Roll!3m4!1s0x89c6141c40c55c5b:0xb2a694125978fe82!8m2!3d40.190937999999996!4d-76.175133",http://www.woknrollephrata.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.8
2452,Bellefonte Wok,"https://www.google.com/maps/place/Bellefonte+Wok/@40.911483,-77.7778586,14z/data=!4m8!1m2!2m1!1sBellefonte+Wok!3m4!1s0x89cea2e2e926b4ab:0xd0c2a60010d101e2!8m2!3d40.911483!4d-77.7778586",http://www.bellefontewok.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.2
2453,Wuwu sushi & Chinese cuisine,"https://www.google.com/maps/place/Wuwu+sushi+%26+Chinese+cuisine/@40.1052728,-75.4148131,14z/data=!4m8!1m2!2m1!1sWuwu+sushi+%26+Chinese+cuisine!3m4!1s0x89c6959539949cab:0xb01f6ff940099e71!8m2!3d40.1052728!4d-75.4148131",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Japanese restaurant, Sushi restaurant",2,4.0
2454,Goldstar Chinese Restaurant,"https://www.google.com/maps/place/Goldstar+Chinese+Restaurant/@41.8990017,-79.8451668,14z/data=!4m8!1m2!2m1!1sGoldstar+Chinese+Restaurant!3m4!1s0x883291241848e98d:0x692ab70a3dff2221!8m2!3d41.8990017!4d-79.8451668",https://www.goldstarchinesefood.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant",1,4.6
2455,King Garden,"https://www.google.com/maps/place/King+Garden/@39.9999436,-75.09903469999999,14z/data=!4m8!1m2!2m1!1sKing+Garden!3m4!1s0x89c6b62fcb268af7:0xcd0bd9e2e33caaac!8m2!3d39.9999436!4d-75.09903469999999",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Takeout Restaurant",2,4.1
2456,King Chinese Restaurant,"https://www.google.com/maps/place/King+Chinese+Restaurant/@40.640662,-76.18525199999999,14z/data=!4m8!1m2!2m1!1sKing+Chinese+Restaurant!3m4!1s0x89c5ef78d2684ee5:0x3d16f647441342bb!8m2!3d40.640662!4d-76.18525199999999",https://www.cressonamall.com/stores/king-chinese/,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.2
2457,Great Wall Chinese Restaurant,"https://www.google.com/maps/place/Great+Wall+Chinese+Restaurant/@41.420732099999995,-75.6429778,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Chinese+Restaurant!3m4!1s0x89c4d94864fa4a21:0xba71731b282ab257!8m2!3d41.420732099999995!4d-75.6429778",http://www.greatwallpa.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,4.0
2458,Tasty China,"https://www.google.com/maps/place/Tasty+China/@40.610216099999995,-75.3813113,14z/data=!4m8!1m2!2m1!1sTasty+China!3m4!1s0x89c43e5c2e31aa01:0xf42a08612d181d4!8m2!3d40.610216099999995!4d-75.3813113",http://www.tastychinabethlehempa.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Restaurant",2,3.9
2459,China King,"https://www.google.com/maps/place/China+King/@40.6740517,-75.34725329999999,14z/data=!4m8!1m2!2m1!1sChina+King!3m4!1s0x89c4401c571eb4a5:0x18bf767de8f9351a!8m2!3d40.6740517!4d-75.34725329999999",http://www.chinakingbethlehem.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,4.0
2460,China Palace Wexford,"https://www.google.com/maps/place/China+Palace+Wexford/@40.6068273,-80.0525208,14z/data=!4m8!1m2!2m1!1sChina+Palace+Wexford!3m4!1s0x88348bd85f553a55:0x4bfc9c01ee57245!8m2!3d40.6068273!4d-80.0525208",https://www.drshachinapalace.com/menus,Pennsylvania,Chinese restaurant,"Chinese restaurant, Sushi restaurant",2,3.6
2461,Peking,"https://www.google.com/maps/place/Peking/@39.8947232,-76.1745634,14z/data=!4m8!1m2!2m1!1sPeking!3m4!1s0x89c636b2786d674b:0xefef8cf9d63a6582!8m2!3d39.8947232!4d-76.1745634",https://pekingquarryville.wordpress.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,1,4.0
2462,Honeymoon,"https://www.google.com/maps/place/Honeymoon/@40.290414899999995,-80.02881959999999,14z/data=!4m8!1m2!2m1!1sHoneymoon!3m4!1s0x8834f9498f7aea9f:0x702b9eff94fb638b!8m2!3d40.290414899999995!4d-80.02881959999999",http://www.honeymoonchinese.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.3
2463,Ming Garden,"https://www.google.com/maps/place/Ming+Garden/@40.238164,-75.53636,14z/data=!4m8!1m2!2m1!1sMing+Garden!3m4!1s0x89c685302d72cd09:0x32809883d63d151a!8m2!3d40.238164!4d-75.53636",http://minggardenpa.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.4
2464,Fast Wok,"https://www.google.com/maps/place/Fast+Wok/@39.9596454,-75.9141355,14z/data=!4m8!1m2!2m1!1sFast+Wok!3m4!1s0x89c6453bcc997645:0xd7d1cc022fe50387!8m2!3d39.9596454!4d-75.9141355",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.0
2465,China Garden,"https://www.google.com/maps/place/China+Garden/@40.6823963,-80.1272226,14z/data=!4m8!1m2!2m1!1sChina+Garden!3m4!1s0x883462c6b1462035:0xd785621d2bc3d6bb!8m2!3d40.6823963!4d-80.1272226",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.8
2466,New Happy Garden,"https://www.google.com/maps/place/New+Happy+Garden/@40.4013,-75.92704499999999,14z/data=!4m8!1m2!2m1!1sNew+Happy+Garden!3m4!1s0x89c677c13d592231:0x7fcdc7db608e55b0!8m2!3d40.4013!4d-75.92704499999999",http://www.happygardentemple.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.6
2467,King House,"https://www.google.com/maps/place/King+House/@40.148032,-75.3956398,14z/data=!4m8!1m2!2m1!1sKing+House!3m4!1s0x89c697eb713d1f41:0xcc2a0679d9bab9ee!8m2!3d40.148032!4d-75.3956398",http://www.kinghousenorristown.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.7
2468,Great Wall,"https://www.google.com/maps/place/Great+Wall/@41.049110999999996,-76.274591,14z/data=!4m8!1m2!2m1!1sGreat+Wall!3m4!1s0x89c5832d9a0dade5:0x94788e1f5a0c84dc!8m2!3d41.049110999999996!4d-76.274591",http://greatwallberwickpa.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.4
2469,Prime Buffet,"https://www.google.com/maps/place/Prime+Buffet/@40.9750197,-75.9774944,14z/data=!4m8!1m2!2m1!1sPrime+Buffet!3m4!1s0x89c5a41b75cb9769:0x266250fd8dc3012b!8m2!3d40.9750197!4d-75.9774944",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Buffet restaurant",2,4.1
2470,Sang Kee Noodle House,"https://www.google.com/maps/place/Sang+Kee+Noodle+House/@39.954757,-75.1940752,14z/data=!4m8!1m2!2m1!1sSang+Kee+Noodle+House!3m4!1s0x89c6c791b7ddfa8b:0x57ba9e042bf9a280!8m2!3d39.954757!4d-75.1940752",http://sangkeenoodlehouse.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Dim sum restaurant, Restaurant",2,4.2
2471,Panda Buffet,"https://www.google.com/maps/place/Panda+Buffet/@40.1394647,-76.5863061,14z/data=!4m8!1m2!2m1!1sPanda+Buffet!3m4!1s0x89c898fc60310095:0x1274daa035c6010e!8m2!3d40.1394647!4d-76.5863061",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Buffet restaurant",2,4.1
2472,Hong Kong Garden,"https://www.google.com/maps/place/Hong+Kong+Garden/@40.0733611,-75.15851459999999,14z/data=!4m8!1m2!2m1!1sHong+Kong+Garden!3m4!1s0x89c6b9fc3b5b6435:0x17a2a69672b97fe!8m2!3d40.0733611!4d-75.15851459999999",,Pennsylvania,Chinese takeaway,"Chinese takeaway, Fast food restaurant",2,4.3
2473,TW Kitchen,"https://www.google.com/maps/place/TW+Kitchen/@40.449629699999996,-79.95036,14z/data=!4m8!1m2!2m1!1sTW+Kitchen!3m4!1s0x8834f3aca29d2c6b:0x3f4acc1da0d8b80e!8m2!3d40.449629699999996!4d-79.95036",https://tw-kitchen.business.site/?utm_source=gmb,Pennsylvania,Taiwanese restaurant,Taiwanese restaurant,2,4.3
2474,Taipei Chinese Restaurant,"https://www.google.com/maps/place/Taipei+Chinese+Restaurant/@40.4876213,-79.88059659999999,14z/data=!4m8!1m2!2m1!1sTaipei+Chinese+Restaurant!3m4!1s0x8834ed6c70675f51:0xd5c21e65f9eb5b39!8m2!3d40.4876213!4d-79.88059659999999",http://taipeifoxchapel.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.6
2475,Asian Bamboo House,"https://www.google.com/maps/place/Asian+Bamboo+House/@40.050016299999996,-74.9894913,14z/data=!4m8!1m2!2m1!1sAsian+Bamboo+House!3m4!1s0x89c6b4a259b407f7:0x4ce78d04ed948337!8m2!3d40.050016299999996!4d-74.9894913",http://www.asianbamboohouse.net/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,4.6
2476,China Garden Restaurant,"https://www.google.com/maps/place/China+Garden+Restaurant/@40.4582772,-79.9168907,14z/data=!4m8!1m2!2m1!1sChina+Garden+Restaurant!3m4!1s0x8834ed8ab77ee297:0x7f1935ad938449a4!8m2!3d40.4582772!4d-79.9168907",https://chinagardenbuffetpa.kwickmenu.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.1
2477,Sunny Asian Cuisine,"https://www.google.com/maps/place/Sunny+Asian+Cuisine/@40.200182,-75.10189199999999,14z/data=!4m8!1m2!2m1!1sSunny+Asian+Cuisine!3m4!1s0x89c6aefb6f9319ab:0xe31064c7d57d1c9f!8m2!3d40.200182!4d-75.10189199999999",http://www.sunnyasianwarminster.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Japanese restaurant, Restaurant, Sushi restaurant, Thai restaurant",2,3.9
2478,Hong Kong Dragon,"https://www.google.com/maps/place/Hong+Kong+Dragon/@39.985631,-75.1842544,14z/data=!4m8!1m2!2m1!1sHong+Kong+Dragon!3m4!1s0x89c6c7969854d0a7:0xf2d5bce7b9ca3bd6!8m2!3d39.985631!4d-75.1842544",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2479,Spring Chinese Restaurant,"https://www.google.com/maps/place/Spring+Chinese+Restaurant/@39.9602344,-75.1966365,14z/data=!4m8!1m2!2m1!1sSpring+Chinese+Restaurant!3m4!1s0x89c6c65468579fad:0xc11f34d89a6f8b0f!8m2!3d39.9602344!4d-75.1966365",http://www.springchinesephilly.com/?utm_source=gmb,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Delivery Restaurant",2,3.7
2480,Joy Inn Chinese Restaurant,"https://www.google.com/maps/place/Joy+Inn+Chinese+Restaurant/@40.3934864,-75.49987519999999,14z/data=!4m8!1m2!2m1!1sJoy+Inn+Chinese+Restaurant!3m4!1s0x89c427b828d86679:0x5cf504def2d3fad1!8m2!3d40.3934864!4d-75.49987519999999",https://www.joyinnpennsburg.net/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.7
2481,Zwei Restaurant,"https://www.google.com/maps/place/Zwei+Restaurant/@40.0303421,-75.6321887,14z/data=!4m8!1m2!2m1!1sZwei+Restaurant!3m4!1s0x89c6f485168b4d7b:0xe922c641f3c10a0d!8m2!3d40.0303421!4d-75.6321887",https://www.zweirestaurantpa.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Sushi restaurant, Thai restaurant",2,4.2
2482,China Taste,"https://www.google.com/maps/place/China+Taste/@40.3001248,-76.9291277,14z/data=!4m8!1m2!2m1!1sChina+Taste!3m4!1s0x89c8c40647b68a85:0x3f2b969d7600f288!8m2!3d40.3001248!4d-76.9291277",http://www.chinatasteenola.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,3.9
2483,Golden Gate Chinese Restaurant,"https://www.google.com/maps/place/Golden+Gate+Chinese+Restaurant/@40.062425399999995,-76.35776589999999,14z/data=!4m8!1m2!2m1!1sGolden+Gate+Chinese+Restaurant!3m4!1s0x89c624017f70a4e3:0xe73c6aee3c3ab36c!8m2!3d40.062425399999995!4d-76.35776589999999",http://goldengatelancaster.com/,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.5
2484,GuDong Hot Pot Delivery,"https://www.google.com/maps/place/GuDong+Hot+Pot+Delivery/@40.8018757,-77.88144869999999,14z/data=!4m8!1m2!2m1!1sGuDong+Hot+Pot+Delivery!3m4!1s0x89cea55b4469da4d:0x917561c63e11dc27!8m2!3d40.8018757!4d-77.88144869999999",https://www.gudonghotpotdelivery.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Delivery Chinese restaurant, Dim sum restaurant, Hot pot restaurant",2,4.6
2485,Golden House,"https://www.google.com/maps/place/Golden+House/@40.0123428,-75.1375698,14z/data=!4m8!1m2!2m1!1sGolden+House!3m4!1s0x89c6b7ec0d2b8fbf:0x850ad8290c08ee1!8m2!3d40.0123428!4d-75.1375698",,Pennsylvania,Chinese restaurant,"Chinese restaurant, Takeout Restaurant, Restaurant",2,4.2
2486,Hunan Best Chinese Cuisine,"https://www.google.com/maps/place/Hunan+Best+Chinese+Cuisine/@40.266727499999995,-75.3785467,14z/data=!4m8!1m2!2m1!1sHunan+Best+Chinese+Cuisine!3m4!1s0x89c69f2d20e36c9f:0x66210f184a28f22b!8m2!3d40.266727499999995!4d-75.3785467",,Pennsylvania,Chinese restaurant,Chinese restaurant,2,4.9
2487,Fu Star Buffet,"https://www.google.com/maps/place/Fu+Star+Buffet/@40.9655285,-76.6179902,14z/data=!4m8!1m2!2m1!1sFu+Star+Buffet!3m4!1s0x89cf655a29def505:0xee029c744e1a5d78!8m2!3d40.9655285!4d-76.6179902",https://fustarbuffet.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Asian restaurant, Buffet restaurant, Restaurant",2,3.8
2488,Szechuan Lei Lei,"https://www.google.com/maps/place/Szechuan+Lei+Lei/@39.9746656,-75.32211459999999,14z/data=!4m8!1m2!2m1!1sSzechuan+Lei+Lei!3m4!1s0x89c6c1c964801a4b:0xe7141241fb7bb91c!8m2!3d39.9746656!4d-75.32211459999999",http://www.szechuanleilei.com/,Pennsylvania,Chinese restaurant,"Chinese restaurant, Takeout Restaurant",2,4.2
