ZIP_CODE,STATE,RUCA1,RUCA2
30315,GA,1,1
30316,GA,1,1
30317,GA,1,1
30318,GA,1,1
30319,GA,1,1
30320,GA,99,99
30321,GA,1,1
30322,GA,1,1
30324,GA,1,1
30325,GA,1,1
30326,GA,1,1
30327,GA,1,1
30328,GA,1,1
30329,GA,1,1
30331,GA,1,1
30332,GA,1,1
30333,GA,1,1
30334,GA,1,1
30336,GA,1,1
30337,GA,1,1
30338,GA,1,1
30339,GA,1,1
30340,GA,1,1
30341,GA,1,1
30342,GA,1,1
30343,GA,1,1
30344,GA,1,1
30345,GA,1,1
30346,GA,1,1
30348,GA,1,1
30349,GA,1,1
30350,GA,1,1
30353,GA,1,1
30354,GA,1,1
30355,GA,1,1
30356,GA,1,1
30357,GA,1,1
30358,GA,1,1
30359,GA,1,1
30360,GA,1,1
30361,GA,1,1
30362,GA,1,1
30363,GA,1,1
30364,GA,1,1
30366,GA,1,1
30368,GA,1,1
30369,GA,1,1
30370,GA,1,1
30371,GA,1,1
30374,GA,1,1
30375,GA,1,1
30377,GA,1,1
30378,GA,1,1
30380,GA,1,1
30384,GA,1,1
30385,GA,1,1
30388,GA,1,1
30392,GA,1,1
30394,GA,1,1
30396,GA,1,1
30398,GA,1,1
30401,GA,7,7
30410,GA,10,10
30411,GA,10,10
30412,GA,10,10
30413,GA,10,10
30414,GA,7,7.1
30415,GA,5,5.1
30417,GA,7,7.1
30420,GA,10,10
30421,GA,10,10
30423,GA,7,7.1
30424,GA,5,5
30425,GA,8,8
30426,GA,2,2
30427,GA,2,2
30428,GA,10,10
30429,GA,7,7.1
30434,GA,7,7
30436,GA,4,4
30438,GA,3,3
30439,GA,10,10
30441,GA,8,8
30442,GA,7,7
30445,GA,10,10
30446,GA,2,2
30447,GA,10,10
30448,GA,7,7
30449,GA,2,2
30450,GA,5,5
30451,GA,10,10
30452,GA,2,2
30453,GA,7,7
30454,GA,4,4
30455,GA,5,5
30456,GA,2,2
30457,GA,7,7.2
30458,GA,4,4
30459,GA,4,4
30460,GA,4,4
30461,GA,4,4
30464,GA,8,8
30467,GA,10,10
30470,GA,5,5
30471,GA,8,8
30473,GA,10,10
30474,GA,4,4
30475,GA,4,4
30477,GA,10,10
30499,GA,3,3
30501,GA,1,1
30502,GA,1,1
30503,GA,1,1
30504,GA,1,1
30506,GA,1,1
30507,GA,1,1
30510,GA,4,4.1
30511,GA,2,2
30512,GA,10,10
30513,GA,10,10
30514,GA,10,10
30515,GA,1,1
30516,GA,10,10
30517,GA,1,1
30518,GA,1,1
30519,GA,1,1
30520,GA,7,7
30521,GA,10,10
30522,GA,3,3
30523,GA,3,3
30525,GA,7,7
30527,GA,2,2
30528,GA,2,2
30529,GA,7,7
30530,GA,9,9
30531,GA,4,4.1
30533,GA,2,2
30534,GA,2,2
30535,GA,4,4.1
30536,GA,2,2
30537,GA,10,10
30538,GA,5,5
30539,GA,7,7
30540,GA,3,3
30541,GA,10,10
30542,GA,1,1
30543,GA,1,1
30545,GA,3,3
30546,GA,10,10
30547,GA,10,10
30548,GA,1,1
30549,GA,4,4
30552,GA,3,3
30553,GA,10,10
30554,GA,2,2
30555,GA,3,3
30557,GA,5,5
30558,GA,3,3
30559,GA,10,10
30560,GA,10,10
30562,GA,10,10
30563,GA,4,4.1
30564,GA,2,2
30565,GA,2,2
30566,GA,1,1
30567,GA,3,3
30568,GA,10,10
30571,GA,3,3
30572,GA,10,10
30573,GA,3,3
30575,GA,2,2
30576,GA,3,3
30577,GA,4,4
30580,GA,6,6
30581,GA,10,10
30582,GA,10,10.1
30597,GA,2,2
30598,GA,4,4
30599,GA,7,7
30601,GA,1,1
30602,GA,1,1
30603,GA,1,1
30604,GA,1,1
30605,GA,1,1
30606,GA,1,1
30607,GA,1,1
30608,GA,1,1
30609,GA,1,1
30612,GA,1,1
30619,GA,2,2
30620,GA,2,2
30621,GA,2,2
30622,GA,1,1
30623,GA,3,3
30624,GA,2,2
30625,GA,2,2
30627,GA,2,2
30628,GA,2,2
30629,GA,2,2
30630,GA,2,2
30631,GA,10,10
30633,GA,2,2
30634,GA,2,2
30635,GA,10,10
30638,GA,2,2
30639,GA,7,7
30641,GA,5,5
30642,GA,7,7
30643,GA,7,7
30645,GA,2,2
30646,GA,2,2
30647,GA,2,2
30648,GA,2,2
30650,GA,2,2
30655,GA,4,4.1
30656,GA,2,2
30660,GA,8,8
30662,GA,7,7
30663,GA,2,2
30664,GA,10,10
30665,GA,8,8
30666,GA,2,2
30667,GA,2,2
30668,GA,9,9
30669,GA,2,2
30671,GA,2,2
30673,GA,7,7
30677,GA,1,1
30678,GA,8,8
30680,GA,2,2
30683,GA,1,1
30701,GA,4,4
30703,GA,4,4
30705,GA,2,2
30707,GA,1,1
30708,GA,2,2
30710,GA,1,1
30711,GA,2,2
30719,GA,1,1
30720,GA,1,1
30721,GA,1,1
30722,GA,1,1
30724,GA,2,2
30725,GA,1,1
30726,GA,1,1
30728,GA,2,2
30730,GA,2,2
30731,GA,10,10
30732,GA,5,5
30733,GA,5,5
30734,GA,5,5
30735,GA,5,5
30736,GA,1,1
30738,GA,1,1
30739,GA,2,2
30740,GA,1,1
30741,GA,1,1
30742,GA,1,1
30746,GA,5,5
30747,GA,4,4
30750,GA,1,1
30751,GA,2,2
30752,GA,2,2
30753,GA,4,4
30755,GA,2,2
30756,GA,1,1
30757,GA,2,2
30802,GA,1,1
30803,GA,9,9
30805,GA,2,2
30806,GA,2,2
30807,GA,8,8
30808,GA,2,2
30809,GA,1,1
30810,GA,9,9
30811,GA,8,8
30812,GA,1,1
30813,GA,1,1
30814,GA,2,2
30815,GA,1,1
30816,GA,2,2
30817,GA,2,2
30818,GA,10,10
30819,GA,8,8
30820,GA,9,9
30821,GA,8,8
30822,GA,7,7
30823,GA,9,9
30824,GA,7,7
30828,GA,8,8.1
30830,GA,2,2
30833,GA,10,10
30901,GA,1,1
30903,GA,1,1
30904,GA,1,1
30905,GA,1,1
30906,GA,1,1
30907,GA,1,1
30909,GA,1,1
30912,GA,1,1
30914,GA,1,1
30916,GA,1,1
30917,GA,1,1
30919,GA,1,1
30999,GA,1,1
31001,GA,5,5
31002,GA,5,5
31003,GA,5,5
31004,GA,2,2
31005,GA,1,1
31006,GA,2,2
31007,GA,10,10.2
31008,GA,1,1
31009,GA,5,5
31010,GA,4,4
31011,GA,9,9
31012,GA,5,5
31013,GA,2,2
31014,GA,2,2
31015,GA,4,4
31016,GA,2,2
31017,GA,2,2
31018,GA,8,8
31019,GA,5,5
31020,GA,2,2
31021,GA,4,4
31022,GA,5,5
31023,GA,7,7
31024,GA,10,10
31025,GA,2,2
31026,GA,7,7
31027,GA,4,4
31028,GA,1,1
31029,GA,2,2
31030,GA,4,4.1
31031,GA,2,2
31032,GA,2,2
31033,GA,2,2
31034,GA,4,4
31035,GA,8,8
31036,GA,2,2
31037,GA,7,7
31038,GA,2,2
31039,GA,2,2
31040,GA,4,4
31041,GA,10,10
31042,GA,10,10.1
31044,GA,2,2
31045,GA,5,5
31046,GA,2,2
31047,GA,1,1
31049,GA,5,5
31050,GA,2,2
31051,GA,10,10.2
31052,GA,2,2
31054,GA,10,10.1
31055,GA,7,7
31057,GA,5,5
31058,GA,2,2
31059,GA,4,4
31060,GA,8,8
31061,GA,4,4
31062,GA,4,4
31063,GA,2,2
31064,GA,2,2
31065,GA,5,5
31066,GA,2,2
31067,GA,7,7
31068,GA,2,2
31069,GA,1,1
31070,GA,2,2
31071,GA,3,3
31072,GA,5,5
31075,GA,5,5
31076,GA,5,5
31077,GA,8,8
31078,GA,2,2
31079,GA,10,10
31081,GA,2,2
31082,GA,7,7
31083,GA,7,7
31084,GA,5,5
31085,GA,2,2
31086,GA,2,2
31087,GA,5,5
31088,GA,1,1
31089,GA,7,7
31090,GA,5,5
31091,GA,2,2
31092,GA,5,5
31093,GA,1,1
31094,GA,8,8
31095,GA,1,1
31096,GA,5,5
31097,GA,6,6
31098,GA,1,1
31099,GA,1,1
31106,GA,1,1
31107,GA,1,1
31119,GA,1,1
31126,GA,1,1
31131,GA,1,1
31136,GA,1,1
31139,GA,1,1
31141,GA,1,1
31144,GA,1,1
31145,GA,1,1
31146,GA,1,1
31150,GA,1,1
31156,GA,1,1
31169,GA,1,1
31192,GA,1,1
31193,GA,1,1
31195,GA,1,1
31196,GA,1,1
31201,GA,1,1
31202,GA,1,1
31203,GA,1,1
31204,GA,1,1
31205,GA,1,1
31206,GA,1,1
31207,GA,1,1
31208,GA,2,2
31209,GA,1,1
31210,GA,1,1
31211,GA,1,1
31213,GA,1,1
31216,GA,1,1
31217,GA,1,1
31220,GA,1,1
31221,GA,1,1
31294,GA,1,1
31295,GA,1,1
31296,GA,1,1
31297,GA,1,1
31301,GA,1,1
31302,GA,2,2
31303,GA,2,2
31304,GA,2,2
31305,GA,2,2
31307,GA,2,2
31308,GA,2,2
31309,GA,2,2.1
31310,GA,1,1
31312,GA,2,2
31313,GA,1,1
31314,GA,1,1
31315,GA,1,1
31316,GA,2,2
31318,GA,2,2
31319,GA,2,2
31320,GA,2,2.1
31321,GA,2,2
31322,GA,1,1
31323,GA,2,2
31324,GA,2,2
31326,GA,2,2
31327,GA,2,2
31328,GA,2,2
31329,GA,2,2
31331,GA,2,2
31333,GA,1,1
31401,GA,1,1
31402,GA,1,1
31403,GA,1,1
31404,GA,1,1
31405,GA,1,1
31406,GA,1,1
31407,GA,1,1
31408,GA,1,1
31409,GA,1,1
31410,GA,1,1
31411,GA,1,1
31412,GA,1,1
31414,GA,1,1
31415,GA,1,1
31416,GA,1,1
31418,GA,1,1
31419,GA,1,1
31420,GA,1,1
31421,GA,10,10
31501,GA,4,4
31502,GA,4,4
31503,GA,4,4
31510,GA,5,5
31512,GA,5,5
31513,GA,7,7
31515,GA,7,7
31516,GA,5,5
31518,GA,5,5
31519,GA,5,5
31520,GA,1,1
31521,GA,1,1
31522,GA,2,2
31523,GA,1,1
31524,GA,1,1
31525,GA,1,1
31527,GA,1,1
31532,GA,5,5
31533,GA,4,4
31534,GA,4,4
31535,GA,4,4
31537,GA,2,2
31539,GA,8,8
31542,GA,5,5
31543,GA,2,2
31544,GA,8,8
31545,GA,4,4
31546,GA,4,4
31547,GA,2,2
31548,GA,2,2
31549,GA,8,8
31550,GA,4,4
31551,GA,5,5
31552,GA,4,4
31553,GA,2,2
31554,GA,5,5
31555,GA,5,5
31556,GA,5,5
31557,GA,5,5
31558,GA,2,2
31560,GA,5,5
31561,GA,2,2
31562,GA,2,2
31563,GA,5,5
31564,GA,4,4
31565,GA,2,2
31566,GA,2,2
31567,GA,5,5
31568,GA,2,2
31569,GA,2,2
31598,GA,4,4
31599,GA,4,4
31601,GA,1,1
31602,GA,1,1
31603,GA,1,1
31604,GA,1,1
31605,GA,1,1
31606,GA,2,2
31620,GA,2,2
31622,GA,2,2
31623,GA,5,5
31624,GA,5,5
31625,GA,2,2
31626,GA,5,5
31627,GA,2,2
31629,GA,2,2
31630,GA,5,5
31631,GA,5,5
31632,GA,1,1
31634,GA,5,5
31635,GA,2,2
31636,GA,2,2
31637,GA,9,9
31638,GA,2,2
31639,GA,2,2
31641,GA,2,2
31642,GA,10,10.2
31643,GA,2,2
31645,GA,2,2
31647,GA,2,2
31648,GA,2,2
31649,GA,2,2
31650,GA,5,5
31698,GA,1,1
31699,GA,1,1
31701,GA,1,1
31702,GA,1,1
31703,GA,1,1
31704,GA,2,2
31705,GA,1,1
31706,GA,1,1
31707,GA,1,1
31708,GA,1,1
31709,GA,4,4
31711,GA,5,5
31712,GA,5,5
31714,GA,7,7
31716,GA,2,2
31719,GA,4,4
31720,GA,5,5
31721,GA,1,1
31722,GA,10,10.2
31727,GA,5,5
31730,GA,7,7
31733,GA,5,5
31735,GA,5,5
31738,GA,5,5
31739,GA,8,8
31743,GA,5,5
31744,GA,5,5
31747,GA,10,10.2
31749,GA,5,5
31750,GA,4,4
31753,GA,5,5
31756,GA,5,5
31757,GA,4,4
31758,GA,4,4
31760,GA,5,5
31763,GA,1,1
31764,GA,5,5
31765,GA,5,5
31768,GA,4,4
31769,GA,7,7.2
31771,GA,5,5
31772,GA,2,2
31773,GA,5,5
31774,GA,7,7.2
31775,GA,5,5
31776,GA,4,4
31778,GA,5,5
31779,GA,8,8
31780,GA,5,5
31781,GA,8,8
31782,GA,2,2
31783,GA,10,10
31784,GA,3,3
31787,GA,2,2
31788,GA,4,4
31789,GA,8,8
31790,GA,10,10
31791,GA,2,2
31792,GA,4,4
31793,GA,4,4
31794,GA,4,4
31795,GA,5,5
31796,GA,2,2
31798,GA,7,7.2
31799,GA,4,4
31801,GA,2,2
31803,GA,2,2
31804,GA,2,2
31805,GA,2,2
31806,GA,5,5
31807,GA,2,2
31808,GA,2,2
31810,GA,2,2
31811,GA,2,2
31812,GA,2,2
31814,GA,2,2
31815,GA,2,2
31816,GA,3,3
31820,GA,1,1
31821,GA,2,2
31822,GA,2,2
31823,GA,2,2
31824,GA,2,2
31825,GA,10,10
31826,GA,2,2
31827,GA,2,2
31829,GA,1,1
31830,GA,10,10
31831,GA,2,2
31832,GA,2,2
31833,GA,4,4
31836,GA,2,2
31901,GA,1,1
31902,GA,1,1
31903,GA,1,1
31904,GA,1,1
31905,GA,1,1
31906,GA,1,1
31907,GA,1,1
31908,GA,1,1
31909,GA,1,1
31914,GA,1,1
31917,GA,1,1
31993,GA,1,1
31995,GA,1,1
31997,GA,1,1
31998,GA,1,1
31999,GA,1,1
32003,FL,1,1
32004,FL,1,1
32006,FL,1,1
32007,FL,6,6
32008,FL,10,10
32009,FL,2,2
32011,FL,2,2
32013,FL,8,8
32024,FL,5,5
32025,FL,4,4
32026,FL,3,3
32030,FL,1,1
32033,FL,2,2
32034,FL,4,4.1
32035,FL,4,4.1
32038,FL,2,2
32040,FL,2,2
32041,FL,2,2
32042,FL,2,2
32043,FL,1,1
32044,FL,2,2
32046,FL,2,2
32050,FL,1,1
32052,FL,7,7
32053,FL,2,2
32054,FL,7,7
32055,FL,4,4
32056,FL,4,4
32058,FL,2,2
32059,FL,3,3
32060,FL,7,7
32061,FL,6,6
32062,FL,10,10
32063,FL,2,2
32064,FL,7,7
32065,FL,1,1
32066,FL,10,10
32067,FL,1,1
32068,FL,1,1
32071,FL,2,2
32072,FL,2,2
32073,FL,1,1
32079,FL,1,1
32080,FL,1,1
32081,FL,2,2
32082,FL,1,1
32083,FL,6,6
32084,FL,1,1
32085,FL,1,1
32086,FL,1,1
32087,FL,2,2
32091,FL,3,3
32092,FL,1,1
32094,FL,10,10
32095,FL,2,2
32096,FL,10,10
32097,FL,2,2
32099,FL,1,1
32102,FL,10,10
32105,FL,3,3
32110,FL,2,2
32111,FL,1,1
32112,FL,6,6
32113,FL,2,2
32114,FL,1,1
32115,FL,1,1
32116,FL,1,1
32117,FL,1,1
32118,FL,1,1
32119,FL,1,1
32120,FL,1,1
32121,FL,1,1
32122,FL,1,1
32123,FL,1,1
32124,FL,1,1
32125,FL,1,1
32126,FL,1,1
32127,FL,1,1
32128,FL,1,1
32129,FL,1,1
32130,FL,1,1.1
32131,FL,4,4
32132,FL,1,1
32133,FL,1,1.1
32134,FL,2,2
32135,FL,1,1
32136,FL,1,1
32137,FL,1,1
32138,FL,2,2
32139,FL,10,10
32140,FL,3,3
32141,FL,1,1
32142,FL,1,1
32143,FL,1,1
32145,FL,2,2
32147,FL,6,6
32148,FL,6,6
32149,FL,5,5
32157,FL,6,6
32158,FL,1,1.1
32159,FL,1,1.1
32160,FL,2,2
32162,FL,1,1.1
32163,FL,1,1.1
32164,FL,1,1
32168,FL,1,1
32169,FL,1,1
32170,FL,1,1
32173,FL,1,1
32174,FL,1,1
32175,FL,1,1
32176,FL,1,1
32177,FL,4,4
32178,FL,4,4
32179,FL,2,2
32180,FL,10,10
32181,FL,6,6
32182,FL,2,2
32183,FL,1,1.1
32185,FL,2,2
32187,FL,4,4
32189,FL,3,3
32190,FL,3,3
32192,FL,2,2
32193,FL,6,6
32195,FL,1,1.1
32198,FL,1,1
32201,FL,1,1
32202,FL,1,1
32203,FL,1,1
32204,FL,1,1
32205,FL,1,1
32206,FL,1,1
32207,FL,1,1
32208,FL,1,1
32209,FL,1,1
32210,FL,1,1
32211,FL,1,1
32212,FL,1,1
32214,FL,1,1
32216,FL,1,1
32217,FL,1,1
32218,FL,1,1
32219,FL,1,1
32220,FL,1,1
32221,FL,1,1
32222,FL,1,1
32223,FL,1,1
32224,FL,1,1
32225,FL,1,1
32226,FL,1,1
32227,FL,1,1
32228,FL,1,1
32229,FL,1,1
32231,FL,1,1
32232,FL,1,1
32233,FL,1,1
32234,FL,2,2
32235,FL,1,1
32236,FL,1,1
32237,FL,1,1
32238,FL,1,1
32239,FL,1,1
32240,FL,1,1
32241,FL,1,1
32244,FL,1,1
32245,FL,1,1
32246,FL,1,1
32247,FL,1,1
32250,FL,1,1
32254,FL,1,1
32255,FL,1,1
32256,FL,1,1
32257,FL,1,1
32258,FL,1,1
32259,FL,1,1
32260,FL,1,1
32266,FL,1,1
32277,FL,1,1
32301,FL,1,1
32302,FL,1,1
32303,FL,1,1
32304,FL,1,1
32305,FL,1,1
32306,FL,1,1
32307,FL,1,1
32308,FL,1,1
32309,FL,1,1
32310,FL,1,1
32311,FL,1,1
32312,FL,1,1
32313,FL,1,1
32314,FL,1,1
32315,FL,1,1
32316,FL,1,1
32317,FL,1,1
32318,FL,1,1
32320,FL,7,7
32321,FL,2,2
32322,FL,2,2
32323,FL,2,2
32324,FL,2,2
32326,FL,2,2
32327,FL,2,2
32328,FL,7,7
32329,FL,7,7
32330,FL,2,2
32331,FL,2,2
32332,FL,2,2
32333,FL,2,2
32334,FL,2,2
32335,FL,2,2
32336,FL,2,2
32337,FL,2,2
32340,FL,7,7
32341,FL,7,7
32343,FL,2,2
32344,FL,2,2
32345,FL,2,2
32346,FL,2,2
32347,FL,7,7
32348,FL,10,10.3
32350,FL,2,2
32351,FL,2,2
32352,FL,2,2
32353,FL,2,2
32355,FL,2,2
32356,FL,10,10.3
32357,FL,7,7
32358,FL,2,2
32359,FL,10,10.3
32360,FL,2,2
32361,FL,2,2
32362,FL,2,2
32395,FL,1,1
32399,FL,1,1
32401,FL,1,1
32402,FL,1,1
32403,FL,1,1
32404,FL,1,1
32405,FL,1,1
32406,FL,1,1
32407,FL,1,1
32408,FL,1,1
32409,FL,1,1
32410,FL,2,2
32411,FL,1,1
32412,FL,1,1
32413,FL,1,1
32417,FL,1,1
32420,FL,8,8
32421,FL,2,2
32422,FL,7,7.1
32423,FL,9,9
32424,FL,2,2
32425,FL,7,7
32426,FL,10,10
32427,FL,2,2
32428,FL,2,2
32430,FL,2,2
32431,FL,10,10
32432,FL,8,8
32433,FL,7,7.1
32434,FL,2,2
32435,FL,1,1
32437,FL,2,2
32438,FL,2,2
32439,FL,3,3
32440,FL,7,7
32442,FL,8,8
32443,FL,8,8
32444,FL,1,1
32445,FL,9,9
32446,FL,8,8
32447,FL,7,7
32448,FL,7,7
32449,FL,2,2
32452,FL,3,3
32455,FL,3,3
32456,FL,7,7
32457,FL,7,7
32459,FL,2,2
32460,FL,2,2
32461,FL,2,2
32462,FL,2,2
32463,FL,2,2
32464,FL,3,3
32465,FL,2,2
32466,FL,2,2
32501,FL,1,1
32502,FL,1,1
32503,FL,1,1
32504,FL,1,1
32505,FL,1,1
32506,FL,1,1
32507,FL,1,1
32508,FL,1,1
32509,FL,1,1
32511,FL,1,1
32512,FL,1,1
32513,FL,1,1
32514,FL,1,1
32516,FL,1,1
32520,FL,1,1
32521,FL,1,1
32522,FL,1,1
32523,FL,1,1
32524,FL,1,1
32526,FL,1,1
32530,FL,1,1
32531,FL,5,5.1
32533,FL,1,1
32534,FL,1,1
32535,FL,2,2
32536,FL,2,2
32537,FL,2,2
32538,FL,2,2
32539,FL,2,2
32540,FL,1,1
32541,FL,1,1
32542,FL,1,1
32544,FL,1,1
32547,FL,1,1
32548,FL,1,1
32549,FL,1,1
32550,FL,1,1
32559,FL,1,1
32560,FL,1,1
32561,FL,1,1
32562,FL,1,1
32563,FL,1,1
32564,FL,5,5.1
32565,FL,2,2
32566,FL,1,1
32567,FL,2,2
32568,FL,2,2
32569,FL,1,1
32570,FL,1,1
32571,FL,1,1
32572,FL,1,1
32577,FL,2,2
32578,FL,1,1
32579,FL,1,1
32580,FL,1,1
32583,FL,1,1
32588,FL,1,1
32591,FL,1,1
32601,FL,1,1
32602,FL,1,1
32603,FL,1,1
32604,FL,1,1
32605,FL,1,1
32606,FL,1,1
32607,FL,1,1
32608,FL,1,1
32609,FL,1,1
32610,FL,1,1
32611,FL,1,1
32612,FL,1,1
32614,FL,1,1
32615,FL,2,2
32616,FL,2,2
32617,FL,2,2
32618,FL,2,2
32619,FL,10,10
32621,FL,2,2
32622,FL,2,2
32625,FL,10,10
32626,FL,10,10
32627,FL,1,1
32628,FL,2,2
32631,FL,2,2
32633,FL,2,2
32634,FL,10,10.1
32635,FL,1,1
32639,FL,10,10
32640,FL,2,2
32641,FL,1,1
32643,FL,2,2
32644,FL,10,10
32648,FL,2,2
32653,FL,1,1
32654,FL,2,2
32655,FL,2,2
32656,FL,2,2
32658,FL,2,2
32662,FL,2,2
32663,FL,2,2
32664,FL,2,2
32666,FL,2,2
32667,FL,2,2
32668,FL,2,2
32669,FL,2,2
32680,FL,3,3
32681,FL,2,2
32683,FL,10,10
32686,FL,2,2
32692,FL,2,2
32693,FL,2,2
32694,FL,2,2
32696,FL,2,2
32697,FL,2,2
32701,FL,1,1
32702,FL,2,2.1
32703,FL,1,1
32704,FL,1,1
32706,FL,1,1.1
32707,FL,1,1
32708,FL,1,1
32709,FL,1,1
32710,FL,1,1
32712,FL,1,1
32713,FL,1,1.1
32714,FL,1,1
32715,FL,1,1
32716,FL,1,1
32718,FL,1,1
32719,FL,1,1
32720,FL,1,1.1
32721,FL,1,1.1
32722,FL,1,1.1
32723,FL,1,1.1
32724,FL,1,1.1
32725,FL,1,1.1
32726,FL,1,1
32727,FL,1,1
32728,FL,1,1.1
32730,FL,1,1
32732,FL,2,2
32733,FL,1,1
32735,FL,1,1
32736,FL,2,2.1
32738,FL,1,1.1
32739,FL,1,1.1
32744,FL,1,1.1
32745,FL,1,1
32746,FL,1,1
32747,FL,1,1
32750,FL,1,1
32751,FL,1,1
32752,FL,1,1
32753,FL,1,1.1
32754,FL,2,2
32756,FL,1,1
32757,FL,1,1
32759,FL,1,1
32762,FL,1,1
32763,FL,1,1.1
32764,FL,2,2
32765,FL,1,1
32766,FL,1,1
32767,FL,2,2
32768,FL,1,1
32771,FL,1,1
32772,FL,1,1
32773,FL,1,1
32774,FL,1,1.1
32775,FL,1,1.1
32776,FL,1,1
32777,FL,1,1
32778,FL,1,1
32779,FL,1,1
32780,FL,1,1.1
32781,FL,1,1.1
32783,FL,1,1.1
32784,FL,1,1
32789,FL,1,1
32790,FL,1,1
32791,FL,1,1
32792,FL,1,1
32793,FL,1,1
32794,FL,1,1
32795,FL,1,1
32796,FL,1,1.1
32798,FL,1,1
32799,FL,1,1
32801,FL,1,1
32802,FL,1,1
32803,FL,1,1
32804,FL,1,1
32805,FL,1,1
32806,FL,1,1
32807,FL,1,1
32808,FL,1,1
32809,FL,1,1
32810,FL,1,1
32811,FL,1,1
32812,FL,1,1
32814,FL,1,1
32815,FL,1,1
32816,FL,1,1
32817,FL,1,1
32818,FL,1,1
32819,FL,1,1
32820,FL,1,1
32821,FL,1,1
32822,FL,1,1
32824,FL,1,1.1
32825,FL,1,1
32826,FL,1,1
32827,FL,1,1
32828,FL,1,1
32829,FL,1,1
32830,FL,1,1.1
32831,FL,1,1
32832,FL,1,1.1
32833,FL,2,2
32834,FL,1,1
32835,FL,1,1
32836,FL,1,1.1
32837,FL,1,1.1
32839,FL,1,1
32853,FL,1,1
32854,FL,1,1
32855,FL,1,1
32856,FL,1,1
32857,FL,1,1
32858,FL,1,1
32859,FL,1,1
32860,FL,1,1
32861,FL,1,1
32862,FL,1,1
32867,FL,1,1
32868,FL,1,1
32869,FL,1,1.1
32872,FL,1,1
32877,FL,1,1.1
32878,FL,1,1
32885,FL,1,1
32886,FL,1,1
32887,FL,1,1
32891,FL,1,1
32896,FL,1,1
32897,FL,1,1
32899,FL,1,1
32901,FL,1,1
32902,FL,1,1
32903,FL,1,1
32904,FL,1,1
32905,FL,1,1
32906,FL,1,1
32907,FL,1,1
32908,FL,1,1
32909,FL,1,1
32910,FL,1,1
32911,FL,1,1
32912,FL,1,1
32919,FL,1,1
32920,FL,1,1
32922,FL,1,1
32923,FL,1,1
32924,FL,1,1
32925,FL,1,1
32926,FL,1,1
32927,FL,1,1
32931,FL,1,1
32932,FL,1,1
32934,FL,1,1
32935,FL,1,1
32936,FL,1,1
32937,FL,1,1
32940,FL,1,1
32941,FL,1,1
32948,FL,2,2
32949,FL,2,2
32950,FL,2,2
32951,FL,1,1
32952,FL,1,1
32953,FL,1,1
32954,FL,1,1
32955,FL,1,1
32956,FL,1,1
32957,FL,1,1
32958,FL,1,1
32959,FL,1,1
32960,FL,1,1
32961,FL,1,1
32962,FL,1,1
32963,FL,1,1
32964,FL,1,1
32965,FL,1,1
32966,FL,1,1
32967,FL,1,1
32968,FL,1,1
32969,FL,1,1
32970,FL,1,1
32971,FL,1,1
32976,FL,1,1
32978,FL,1,1
33001,FL,10,10
33002,FL,1,1
33004,FL,1,1
33008,FL,1,1
33009,FL,1,1
33010,FL,1,1
33011,FL,1,1
33012,FL,1,1
33013,FL,1,1
33014,FL,1,1
33015,FL,1,1
33016,FL,1,1
33017,FL,1,1
33018,FL,1,1
33019,FL,1,1
33020,FL,1,1
33021,FL,1,1
33022,FL,1,1
33023,FL,1,1
33024,FL,1,1
33025,FL,1,1
33026,FL,1,1
33027,FL,1,1
33028,FL,1,1
33029,FL,1,1
33030,FL,1,1
33031,FL,1,1
33032,FL,1,1
33033,FL,1,1
33034,FL,1,1
33035,FL,1,1
33036,FL,4,4
33037,FL,4,4
33039,FL,1,1
33040,FL,4,4
33041,FL,4,4
33042,FL,5,5
33043,FL,5,5
33045,FL,4,4
33050,FL,7,7
33051,FL,7,7
33052,FL,7,7
33054,FL,1,1
33055,FL,1,1
33056,FL,1,1
33060,FL,1,1
33061,FL,1,1
33062,FL,1,1
33063,FL,1,1
33064,FL,1,1
33065,FL,1,1
33066,FL,1,1
33067,FL,1,1
33068,FL,1,1
33069,FL,1,1
33070,FL,4,4
33071,FL,1,1
33072,FL,1,1
33073,FL,1,1
33074,FL,1,1
33075,FL,1,1
33076,FL,1,1
33077,FL,1,1
33081,FL,1,1
33082,FL,1,1
33083,FL,1,1
33084,FL,1,1
33090,FL,1,1
33092,FL,1,1
33093,FL,1,1
33097,FL,1,1
33101,FL,1,1
33102,FL,1,1
33106,FL,1,1
33109,FL,1,1
33111,FL,1,1
33112,FL,1,1
33114,FL,1,1
33116,FL,1,1
33119,FL,1,1
33122,FL,1,1
33124,FL,1,1
33125,FL,1,1
33126,FL,1,1
33127,FL,1,1
33128,FL,1,1
33129,FL,1,1
33130,FL,1,1
33131,FL,1,1
33132,FL,1,1
33133,FL,1,1
33134,FL,1,1
33135,FL,1,1
33136,FL,1,1
33137,FL,1,1
33138,FL,1,1
33139,FL,1,1
33140,FL,1,1
33141,FL,1,1
33142,FL,1,1
33143,FL,1,1
33144,FL,1,1
33145,FL,1,1
33146,FL,1,1
33147,FL,1,1
33149,FL,1,1
33150,FL,1,1
33151,FL,1,1
33152,FL,1,1
33153,FL,1,1
33154,FL,1,1
33155,FL,1,1
33156,FL,1,1
33157,FL,1,1
33158,FL,1,1
33160,FL,1,1
33161,FL,1,1
33162,FL,1,1
33163,FL,1,1
33164,FL,1,1
33165,FL,1,1
